SAMPLING EVENT IDENTIFIER,COMMON NAME,OBSERVATION COUNT
S80661314,Mourning Dove,4
S80660009,Bufflehead,1
S80660009,Ruddy Duck,2
S80660009,Northern Shoveler,5
S80660009,California Scrub-Jay,1
S80660009,Marsh Wren,3
S80660009,Canada Goose,3
S80660009,Turkey Vulture,1
S80660009,American Coot,2
S80660009,White-tailed Kite,3
S80660009,Golden-crowned Sparrow,4
S80660009,Black Phoebe,1
S80668338,American White Pelican,2
S80668338,Marsh Wren,3
S80668338,swallow sp.,1
S80668338,Turkey Vulture,3
S80645980,Mourning Dove,9
S80645980,Northern Flicker,2
S80645980,Bald Eagle,3
S80645980,Hooded Merganser,6
S80645980,Red-bellied Woodpecker,3
S80645980,Gadwall,8
S80645980,Northern Cardinal,24
S80645980,Tufted Titmouse,5
S80645980,Canada Goose,6
S80645980,Trumpeter Swan,9
S80645980,Great Blue Heron,3
S80645980,White-throated Sparrow,4
S80645980,Blue Jay,1
S80645980,Downy Woodpecker,1
S80645980,Ring-necked Duck,7
S80645980,Snow Goose,230
S80645980,Mallard,44
S80645980,Yellow-rumped Warbler,2
S80645980,Red-shouldered Hawk,1
S80645980,Wood Duck,7
S80645980,Common Grackle,9
S80645980,Rusty Blackbird,3
S80645980,Red-winged Blackbird,28
S80645980,Carolina Chickadee,7
S80645980,American Crow,7
S80645980,White-breasted Nuthatch,4
S80645980,Dark-eyed Junco,25
S80684819,Mallard,8
S80684819,Black Phoebe,1
S80684819,Yellow-rumped Warbler,12
S80684819,Pied-billed Grebe,1
S80684819,Fox Sparrow,1
S80684819,White-crowned Sparrow,2
S80684819,Hermit Thrush,1
S80684819,Golden-crowned Sparrow,5
S80684819,Northern Waterthrush,1
S80684819,American Coot,5
S80684819,Song Sparrow,2
S80684819,House Finch,4
S80684819,Chestnut-backed Chickadee,1
S80684819,Marsh Wren,2
S80684819,Clark's Grebe,3
S80684819,Double-crested Cormorant,2
S80684819,Purple Finch,2
S80684819,Ruddy Duck,25
S80684819,Common Yellowthroat,2
S80684819,Townsend's Warbler,4
S80684819,Tree Swallow,18
S80684819,Pine Siskin,10
S80684819,Anna's Hummingbird,3
S80684819,Common Raven,4
S80684819,Ruby-crowned Kinglet,3
S80684819,American Crow,3
S80684819,California Scrub-Jay,2
S80684819,Allen's Hummingbird,2
S80524562,Mourning Dove,1
S80524562,House Sparrow,4
S80524562,European Starling,2
S80524562,House Finch,1
S80527587,American Crow,X
S80527587,California Towhee,1
S80527587,Oak Titmouse,1
S80527587,Northern Mockingbird,2
S80527587,Hutton's Vireo,1
S80527587,California Scrub-Jay,4
S80527587,Common Merganser,1
S80527587,Great Blue Heron,1
S80527587,Western Bluebird,6
S80527587,Mourning Dove,2
S80527587,House Finch,3
S80527587,Red-tailed Hawk,1
S80527587,Black Phoebe,1
S80466104,Northern Cardinal,3
S80466104,Carolina Wren,3
S80466104,Tufted Titmouse,2
S80466104,Rock Pigeon,2
S80466104,Palm Warbler,1
S80466104,Yellow-bellied Sapsucker,1
S80466104,Northern Shoveler,1
S80466104,White-breasted Nuthatch,2
S80466104,Downy Woodpecker,1
S80466104,Eastern Bluebird,3
S80466104,Gadwall,39
S80466104,White-throated Sparrow,2
S80466104,Golden-crowned Kinglet,1
S80466104,Turkey Vulture,1
S80466104,Pied-billed Grebe,4
S80466104,Song Sparrow,3
S80466104,Mallard,9
S80466104,Green-winged Teal,7
S80466104,Ring-necked Duck,21
S80466104,Ruby-crowned Kinglet,3
S80466104,Carolina Chickadee,3
S80425237,Belted Kingfisher,1
S80425237,Bufflehead,2
S80425237,California Scrub-Jay,4
S80425237,Red-winged Blackbird,4
S80425237,Common Gallinule,1
S80425237,Green-winged Teal,7
S80425237,Black Phoebe,1
S80425237,Pine Siskin,2
S80425237,Red-tailed Hawk,2
S80425237,Turkey Vulture,3
S80425237,Northern Shoveler,2
S80425237,Mallard,2
S80425237,Great Horned Owl,2
S80425237,Northern Flicker,1
S80425237,Ring-necked Duck,1
S80425237,Acorn Woodpecker,1
S80425237,Ruby-crowned Kinglet,3
S80425237,Blue-winged x Cinnamon Teal (hybrid),1
S80425237,American White Pelican,7
S80425237,Nuttall's Woodpecker,1
S80425237,Anna's Hummingbird,5
S80425237,Spotted Towhee,1
S80425237,Great Egret,1
S80425237,Golden-crowned Sparrow,10
S80425237,American Kestrel,3
S80425237,European Starling,10
S80425237,Orange-crowned Warbler,1
S80425237,Common Raven,2
S80425237,Northern Mockingbird,1
S80425237,Mourning Dove,3
S80425237,White-crowned Sparrow,60
S80425237,House Finch,8
S80425237,American Coot,5
S80332227,hummingbird sp.,1
S80332227,duck sp.,1
S80332227,European Starling,8
S80332227,passerine sp.,2
S80332227,American Coot,5
S80332227,White-crowned Sparrow,7
S80332227,Black Phoebe,1
S80332227,Blue-winged x Cinnamon Teal (hybrid),1
S80332227,Northern Mockingbird,2
S80332227,Mourning Dove,2
S80332227,Common Gallinule,1
S80332227,Northern Shoveler,2
S80332227,Northern Pintail,1
S80332227,Tree Swallow,4
S80332227,Green-winged Teal,1
S80332227,Ruby-crowned Kinglet,1
S80332227,Anna's Hummingbird,1
S80332227,Bushtit,9
S80332227,American Kestrel,1
S80332227,Mallard,1
S80332227,Bufflehead,1
S80332227,Turkey Vulture,1
S80332227,Gadwall,1
S80513798,Turkey Vulture,2
S80513798,Northern Shoveler,1
S80513798,Blue Jay,124
S80513798,Red-bellied Woodpecker,1
S80513798,White-throated Sparrow,10
S80513798,Northern Pintail,14
S80513798,Carolina Chickadee,10
S80513798,Carolina Wren,2
S80513798,Greater White-fronted Goose,23
S80513798,Red-shouldered Hawk,3
S80513798,Northern Flicker,1
S80513798,House Finch,2
S80513798,Ring-billed Gull,1
S80513798,Downy Woodpecker,2
S80513798,Great Blue Heron,1
S80513798,American Crow,7
S80513798,Bald Eagle,1
S80513798,Ring-necked Duck,40
S80513798,Mallard,100
S80513798,Belted Kingfisher,1
S80513798,Song Sparrow,2
S80513798,Hooded Merganser,1
S80513798,Mourning Dove,3
S80513798,Northern Cardinal,6
S80513798,Snow Goose,90
S80513798,White-breasted Nuthatch,2
S80513798,Common Grackle,30
S80513798,Red-winged Blackbird,2
S80513798,Eastern Bluebird,6
S80513798,Gadwall,8
S80513798,Tufted Titmouse,8
S80617863,Bald Eagle,1
S80579931,Eurasian Collared-Dove,1
S80579931,Acorn Woodpecker,2
S80579931,Steller's Jay,1
S80579931,Common Raven,2
S80579931,Hairy Woodpecker,1
S80579931,Dark-eyed Junco,2
S80579931,White-breasted Nuthatch,1
S80579931,Black-billed Magpie,1
S80579931,Mountain Chickadee,11
S80579931,Woodhouse's Scrub-Jay,1
S80714683,Western Bluebird,2
S80714683,Black Phoebe,1
S80714683,European Starling,6
S80714683,White-crowned Sparrow,6
S80714683,Red-tailed Hawk,2
S80714683,White-breasted Nuthatch,1
S80714683,Greater White-fronted Goose,5
S80714683,Ruby-crowned Kinglet,2
S80714683,Spotted Towhee,1
S80714683,American Kestrel,2
S80714683,Yellow-rumped Warbler,3
S80714683,Osprey,1
S80714683,Northern Mockingbird,2
S80714683,Anna's Hummingbird,1
S80714683,Golden-crowned Sparrow,3
S80714683,California Scrub-Jay,4
S80714683,Oak Titmouse,2
S80714683,Canada Goose,41
S80714683,Orange-crowned Warbler,1
S80714683,Red-shouldered Hawk,1
S80714683,Acorn Woodpecker,2
S80714683,Bushtit,4
S80714683,Wood Duck,2
S80714683,Say's Phoebe,1
S80714683,Northern Flicker,1
S80714683,Nuttall's Woodpecker,1
S80368349,Lincoln's Sparrow,1
S80368349,American Coot,7
S80368349,Black Phoebe,2
S80368349,American White Pelican,2
S80368349,Gadwall,2
S80368349,Ruddy Duck,75
S80368349,Double-crested Cormorant,1
S80368349,Mallard,14
S80368349,Bufflehead,4
S80368349,Yellow-rumped Warbler,1
S80368349,Eared Grebe,1
S80368349,Cinnamon Teal,5
S80368349,Common Yellowthroat,1
S80368349,Tree Swallow,3
S80368349,Northern Shoveler,30
S80368349,Canada Goose,20
S80368349,Great Blue Heron,1
S80368349,Pied-billed Grebe,1
S80368349,Ring-billed Gull,6
S80368349,California Towhee,2
S80368349,Song Sparrow,3
S80479056,Tufted Titmouse,3
S80479056,Carolina Chickadee,2
S80479056,White-throated Sparrow,3
S80479056,White-breasted Nuthatch,2
S80479056,Downy Woodpecker,1
S80479056,Northern Cardinal,7
S80479056,Mourning Dove,1
S80479056,Yellow-rumped Warbler,1
S80479056,American Goldfinch,4
S80479056,Carolina Wren,1
S80479056,Dark-eyed Junco,6
S80479056,House Sparrow,15
S88281970,Western Meadowlark,1
S88281970,Great Egret,1
S88281970,Say's Phoebe,1
S88281970,Canada Goose,8
S88281970,Black-necked Stilt,2
S88281970,Northern Harrier,1
S88281970,Turkey Vulture,2
S88281970,Northern Shoveler,6
S88281970,Anna's Hummingbird,2
S88281970,American Wigeon,8
S80417549,Downy Woodpecker,1
S80417549,American Crow,10
S80417549,Song Sparrow,1
S80417549,Northern Cardinal,1
S80417549,Eastern Bluebird,6
S80417549,Dark-eyed Junco,5
S80417549,Red-shouldered Hawk,1
S80417549,Bald Eagle,1
S80417549,Carolina Wren,1
S80417549,Brown Creeper,1
S80377222,Red-bellied Woodpecker,1
S80377222,Dark-eyed Junco,1
S80377222,Brown Creeper,2
S80377222,Carolina Wren,1
S80377222,White-throated Sparrow,1
S80377222,House Finch,2
S80377222,Mallard,8
S80377222,Downy Woodpecker,1
S80377222,Northern Cardinal,5
S80377222,White-breasted Nuthatch,1
S80345534,Mourning Dove,1
S80345534,Townsend's Warbler,1
S80256700,Bald Eagle,1
S80270917,Turkey Vulture,4
S80270917,European Starling,25
S80270917,Eastern Bluebird,1
S80270917,Northern Mockingbird,1
S80270917,Northern Cardinal,5
S80270917,American Crow,1
S80270917,Black Vulture,2
S80270917,Song Sparrow,3
S80270917,White-throated Sparrow,4
S80270917,Savannah Sparrow,12
S80270917,Dark-eyed Junco,15
S80270917,Horned Lark,44
S80270917,Mourning Dove,3
S80270917,Killdeer,1
S80270917,Eastern Meadowlark,3
S80533392,Dark-eyed Junco,50
S80533392,Yellow-rumped Warbler,1
S80533392,Turkey Vulture,3
S80533392,American Goldfinch,28
S80533392,Cackling Goose,6
S80533392,Song Sparrow,1
S80533392,Common Grackle,1
S80533392,Yellow-bellied Sapsucker,2
S80533392,Great Blue Heron,2
S80533392,Pileated Woodpecker,2
S80533392,Snow Goose,16000
S80533392,Ring-necked Duck,24
S80533392,Bald Eagle,14
S80533392,Brown Creeper,3
S80533392,Northern Flicker,6
S80533392,Canada Goose,40
S80533392,Eastern Bluebird,10
S80533392,Red-bellied Woodpecker,11
S80533392,Greater White-fronted Goose,700
S80533392,Carolina Chickadee,14
S80533392,Tufted Titmouse,34
S80533392,Northern Cardinal,46
S80533392,Carolina Wren,6
S80533392,Belted Kingfisher,1
S80533392,American Wigeon,3
S80533392,Golden-crowned Kinglet,8
S80533392,American Crow,10
S80533392,Red-winged Blackbird,8
S80533392,American Robin,4
S80533392,Northern Harrier,1
S80533392,Downy Woodpecker,2
S80533392,Ross's Goose,15
S80533392,Mourning Dove,38
S80533392,White-breasted Nuthatch,7
S80533392,Blue Jay,14
S80533392,Brown Thrasher,1
S80533392,Hooded Merganser,5
S80533392,passerine sp.,30
S80533392,Northern Pintail,40
S80533392,Mallard,80
S80533392,Red-shouldered Hawk,1
S80533392,Northern Shoveler,12
S80533392,Gadwall,10
S80533394,Yellow-bellied Sapsucker,2
S80533394,Great Blue Heron,2
S80533394,Red-bellied Woodpecker,11
S80533394,Bald Eagle,14
S80533394,Carolina Wren,6
S80533394,Northern Flicker,6
S80533394,American Goldfinch,28
S80533394,Ross's Goose,15
S80533394,Pileated Woodpecker,2
S80533394,Canada Goose,40
S80533394,Ring-necked Duck,24
S80533394,Dark-eyed Junco,50
S80533394,Cackling Goose,6
S80533394,Belted Kingfisher,1
S80533394,Northern Shoveler,12
S80533394,Red-winged Blackbird,8
S80533394,American Crow,10
S80533394,American Robin,4
S80533394,passerine sp.,30
S80533394,Gadwall,10
S80533394,Golden-crowned Kinglet,8
S80533394,Song Sparrow,1
S80533394,White-breasted Nuthatch,7
S80533394,Brown Thrasher,1
S80533394,Tufted Titmouse,34
S80533394,Hooded Merganser,5
S80533394,Eastern Bluebird,10
S80533394,Carolina Chickadee,14
S80533394,Northern Pintail,40
S80533394,Snow Goose,16000
S80533394,Mallard,80
S80533394,Red-shouldered Hawk,1
S80533394,Greater White-fronted Goose,700
S80533394,American Wigeon,3
S80533394,Brown Creeper,3
S80533394,Northern Cardinal,46
S80533394,Mourning Dove,38
S80533394,Yellow-rumped Warbler,1
S80533394,Downy Woodpecker,2
S80533394,Turkey Vulture,3
S80533394,Blue Jay,14
S80533394,Northern Harrier,1
S80533394,Common Grackle,1
S80533396,Belted Kingfisher,1
S80533396,Golden-crowned Kinglet,8
S80533396,American Crow,10
S80533396,Carolina Chickadee,14
S80533396,Mallard,80
S80533396,Brown Creeper,3
S80533396,Yellow-rumped Warbler,1
S80533396,Song Sparrow,1
S80533396,Bald Eagle,14
S80533396,Mourning Dove,38
S80533396,Eastern Bluebird,10
S80533396,Blue Jay,14
S80533396,Canada Goose,40
S80533396,Red-bellied Woodpecker,11
S80533396,Greater White-fronted Goose,700
S80533396,Tufted Titmouse,34
S80533396,Cackling Goose,6
S80533396,Brown Thrasher,1
S80533396,Northern Cardinal,46
S80533396,Ring-necked Duck,24
S80533396,American Goldfinch,28
S80533396,Northern Shoveler,12
S80533396,Common Grackle,1
S80533396,Gadwall,10
S80533396,Ross's Goose,15
S80533396,White-breasted Nuthatch,7
S80533396,Red-winged Blackbird,8
S80533396,Snow Goose,16000
S80533396,American Robin,4
S80533396,Red-shouldered Hawk,1
S80533396,Downy Woodpecker,2
S80533396,Great Blue Heron,2
S80533396,Dark-eyed Junco,50
S80533396,American Wigeon,3
S80533396,Carolina Wren,6
S80533396,Northern Harrier,1
S80533396,Yellow-bellied Sapsucker,2
S80533396,Hooded Merganser,5
S80533396,Northern Flicker,6
S80533396,passerine sp.,30
S80533396,Northern Pintail,40
S80533396,Pileated Woodpecker,2
S80533396,Turkey Vulture,3
S80359406,Canada Goose,38
S80359406,Ring-necked Duck,78
S80359406,Double-crested Cormorant,6
S80359406,Red-bellied Woodpecker,2
S80359406,Eastern Phoebe,1
S80359406,American Wigeon,2
S80327262,Great Blue Heron,2
S80327262,Red-tailed Hawk,2
S80327262,Mallard,1
S80327262,Carolina Wren,4
S80327262,House Finch,1
S80327262,Blue Jay,1
S80327262,Pied-billed Grebe,4
S80327262,American Crow,1
S80327262,Swamp Sparrow,1
S80327262,Purple Finch,3
S80327262,Northern Cardinal,4
S80327262,American Goldfinch,10
S80327262,Canada Goose,X
S80327262,White-throated Sparrow,1
S80327262,American Robin,1
S80327262,Red-winged Blackbird,5
S80327262,American Wigeon,2
S80327262,Dark-eyed Junco,20
S80327262,Gadwall,18
S80254124,Red-bellied Woodpecker,4
S80254124,Yellow-bellied Sapsucker,1
S80254124,European Starling,1
S80254124,Northern Flicker,1
S80254124,Tufted Titmouse,1
S80254124,Downy Woodpecker,1
S80254124,Ruby-crowned Kinglet,1
S80254124,Canada Goose,40
S80254124,House Finch,4
S80254124,Carolina Chickadee,2
S80254124,Northern Cardinal,5
S80254124,American Black Duck,2
S80254124,American Robin,4
S80254124,Black Vulture,1
S80254124,Red-shouldered Hawk,2
S80254124,White-throated Sparrow,3
S80254124,Turkey Vulture,1
S80254124,Eastern Bluebird,3
S80254124,Carolina Wren,3
S80254124,Mallard,21
S80254124,Mourning Dove,4
S80254124,Song Sparrow,5
S80254124,Red-tailed Hawk,2
S80254124,Blue Jay,4
S80254124,American Crow,3
S80409668,Mallard,24
S80409668,Green-winged Teal,7
S80409668,Downy Woodpecker,1
S80409668,Pied-billed Grebe,2
S80409668,Northern Cardinal,5
S80409668,American Crow,2
S80409668,Turkey Vulture,12
S80409668,White-throated Sparrow,4
S80409668,Merlin,1
S80409668,Red-tailed Hawk,1
S80409668,Carolina Chickadee,4
S80409668,American Goldfinch,3
S80409668,Ring-necked Duck,19
S80409668,Ruby-crowned Kinglet,3
S80409668,Blue Jay,2
S80409668,Northern Flicker,1
S80409668,Gadwall,2
S80409668,Black Vulture,2
S80409668,Carolina Wren,2
S80409668,Great Blue Heron,1
S80409668,Canada Goose,1
S80409668,Dark-eyed Junco,8
S80409668,Eastern Bluebird,4
S80409668,Song Sparrow,4
S80466651,Red-shouldered Hawk,1
S80466651,Song Sparrow,2
S80466651,Dark-eyed Junco,9
S80466651,Black Phoebe,1
S80466651,Mourning Dove,3
S80466651,House Finch,3
S80466651,Bewick's Wren,3
S80466651,California Towhee,4
S80466651,Eurasian Collared-Dove,2
S80466651,Pygmy Nuthatch,1
S80466651,Pine Siskin,12
S80466651,Purple Finch,1
S80466651,Chestnut-backed Chickadee,2
S80466651,Yellow-rumped Warbler,28
S80466651,American Crow,4
S80466651,European Starling,4
S80466651,Townsend's Warbler,7
S80466651,Golden-crowned Sparrow,12
S80466651,White-crowned Sparrow,5
S80466651,Brown Creeper,1
S80466651,Fox Sparrow,1
S80466651,Red-tailed Hawk,1
S80466651,Rock Pigeon,3
S80466651,Bushtit,2
S80466651,Anna's Hummingbird,8
S80534927,Mallard,5
S80534927,Ring-necked Duck,27
S80534927,Golden-crowned Kinglet,5
S80534927,Eastern Bluebird,2
S80534927,Carolina Chickadee,1
S80534927,Turkey Vulture,1
S80534927,Pied-billed Grebe,4
S80534927,Gadwall,8
S80534927,Tufted Titmouse,2
S80534927,Red-bellied Woodpecker,1
S80534927,Yellow-bellied Sapsucker,1
S80534927,White-throated Sparrow,2
S80534927,Northern Mockingbird,3
S80534927,Carolina Wren,1
S80534927,Yellow-rumped Warbler,1
S80534927,American Crow,1
S80534927,Downy Woodpecker,2
S80534927,Mourning Dove,2
S80534927,Hermit Thrush,1
S80534927,Blue Jay,2
S80534927,Song Sparrow,3
S80534927,Ruby-crowned Kinglet,1
S80534927,Northern Cardinal,6
S80534927,Red-shouldered Hawk,1
S80534927,Northern Shoveler,1
S80488907,Brant,10
S80472233,Downy Woodpecker,1
S80472233,Black Vulture,2
S80472233,Carolina Chickadee,2
S80472233,Northern Shoveler,1
S80472233,White-throated Sparrow,3
S80472233,American Crow,1
S80472233,Turkey Vulture,2
S80472233,Blue Jay,1
S80472233,Gadwall,5
S80472233,Green-winged Teal,3
S80472233,Ring-necked Duck,15
S80472233,Pied-billed Grebe,3
S80472233,Carolina Wren,1
S80472233,Song Sparrow,2
S80472233,Mallard,15
S80472233,Ruby-crowned Kinglet,3
S80472405,American Kestrel,1
S80472405,Sharp-shinned Hawk,1
S80553296,Double-crested Cormorant,2
S80553296,American Wigeon,4
S80553302,American Crow,6
S80553302,Carolina Wren,3
S80553302,Double-crested Cormorant,7
S80553302,Northern Cardinal,2
S80553302,Bald Eagle,3
S80553302,Bufflehead,17
S80553302,Ruddy Duck,93
S80553305,Yellow-rumped Warbler,3
S80553305,White-throated Sparrow,1
S80553305,Hairy Woodpecker,1
S80553305,Killdeer,1
S80553305,Bonaparte's Gull,1
S80553305,Bufflehead,16
S80553305,Carolina Chickadee,1
S80553305,Ring-billed Gull,10
S80553305,Bald Eagle,1
S80553305,Sanderling,5
S80553305,Song Sparrow,1
S80553305,Ruddy Duck,251
S80553305,Red-breasted Merganser,6
S80504983,Common Grackle,12
S80504983,Great Black-backed Gull,6
S80504983,House Finch,5
S80504983,Hooded Merganser,6
S80504983,Bufflehead,4
S80504983,House Sparrow,3
S80504983,Double-crested Cormorant,3
S80504983,Carolina Chickadee,2
S80504983,American Crow,4
S80504983,Mourning Dove,12
S80504983,Clapper Rail,1
S80504983,Ring-billed Gull,23
S80504983,Song Sparrow,2
S80504983,European Starling,25
S80504983,Great Blue Heron,2
S80504983,Boat-tailed Grackle,11
S80504983,American Robin,12
S80504983,Greater Yellowlegs,1
S80504983,Rock Pigeon,14
S80504983,Red-winged Blackbird,32
S80504983,Northern Cardinal,3
S80504983,Eastern Bluebird,3
S80504983,Yellow-rumped Warbler,5
S80504983,Canada Goose,24
S80504983,Herring Gull,12
S80504983,Great Egret,3
S80605486,Nuttall's Woodpecker,1
S80605486,California Thrasher,1
S80576150,Yellow-rumped Warbler,3
S80576150,Bufflehead,4
S80576150,Ruddy Duck,45
S80576150,Forster's Tern,1
S80645160,Downy Woodpecker,1
S80645160,Mallard,17
S80645160,Green-winged Teal,7
S80645160,Carolina Wren,2
S80645160,Mourning Dove,3
S80645160,Black Vulture,5
S80645160,Common Raven,1
S80645160,Redhead,1
S80645160,Belted Kingfisher,1
S80645160,Yellow-rumped Warbler,1
S80645160,Yellow-bellied Sapsucker,1
S80645160,Northern Shoveler,2
S80645160,Northern Mockingbird,1
S80645160,Blue Jay,7
S80645160,American Crow,3
S80645160,Great Blue Heron,1
S80645160,Brown Creeper,1
S80645160,Carolina Chickadee,3
S80645160,Northern Cardinal,4
S80645160,Gadwall,2
S80645160,Ruby-crowned Kinglet,1
S80645160,Tufted Titmouse,2
S80645160,Pied-billed Grebe,5
S80645160,Turkey Vulture,4
S80645160,Song Sparrow,4
S80645160,Chipping Sparrow,1
S80645160,Eastern Bluebird,3
S80645160,Hairy Woodpecker,1
S80645160,Red-breasted Nuthatch,1
S80645160,Ring-necked Duck,37
S80645160,White-breasted Nuthatch,2
S80645160,Red-bellied Woodpecker,1
S80638608,Gadwall,14
S80638608,Red-shouldered Hawk,1
S80638608,American Crow,4
S80638608,Song Sparrow,2
S80638608,Ring-necked Duck,26
S80638608,Rock Pigeon,4
S80638608,Blue Jay,3
S80638608,Mallard,26
S80638608,Northern Cardinal,2
S80638608,Mourning Dove,3
S80638608,Great Blue Heron,1
S80638608,Dark-eyed Junco,12
S80638608,Red-bellied Woodpecker,1
S80638608,Pied-billed Grebe,2
S80638608,White-throated Sparrow,3
S80638608,Canada Goose,11
S80638608,Tufted Titmouse,3
S80638608,Eastern Bluebird,2
S80638608,Carolina Wren,2
S80638608,Downy Woodpecker,2
S80638608,Green-winged Teal,9
S80638608,Brown Creeper,1
S80728364,Mourning Dove,2
S80728364,Carolina Chickadee,2
S80728364,Blue Jay,1
