SAMPLING EVENT IDENTIFIER,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,DURATION MINUTES
S80257963,37.32162495677006,-89.52797475604734,2021-02-01,08:26:00,obs2155168,35.0
S80270984,37.244387356770055,-78.31965895604735,2021-02-01,13:38:00,obs630761,8.0
S80271994,37.32162495677006,-89.52797475604734,2021-02-01,08:26:00,obs2160549,35.0
S80429937,37.56311405677006,-122.29276715604735,2021-02-04,11:30:00,obs276807,20.0
S80593465,37.56311405677006,-122.29276715604735,2021-02-07,09:16:00,obs2134326,40.0
S80332754,37.50261775677006,-120.87453585604734,2021-02-02,14:20:00,obs107465,
S80433191,37.773243056770056,-122.49534905604735,2021-02-04,14:46:00,obs230349,15.0
S80410512,37.18001355677006,-120.62711535604734,2021-02-03,10:30:00,obs340408,300.0
S80504380,37.55356175677006,-77.52129085604734,2021-02-06,07:30:00,obs1888962,120.0
S80621984,37.56861575677006,-121.99748485604734,2021-02-07,15:05:00,obs1592184,
S80625037,37.72759875677006,-79.36649085604735,2021-02-06,08:25:00,obs384199,224.0
S80658076,37.56311405677006,-122.29276715604735,2021-02-08,10:05:00,obs819064,63.0
S80728800,37.77303525677006,-122.48243685604734,2021-02-08,16:30:00,obs2193797,30.0
S80839453,37.01864175677006,-88.18774485604735,2021-02-09,11:19:00,obs673237,25.0
S80672685,37.56311405677006,-122.29276715604735,2021-02-08,14:11:00,obs536845,41.0
S80684177,37.03505825677006,-121.60919185604735,2021-02-08,08:00:00,obs234470,240.0
S80600126,37.13302025677006,-88.11226625604735,2021-02-07,12:54:00,obs102532,20.0
S80523330,37.050621656770055,-88.40712925604734,2021-02-06,10:35:00,obs307210,65.0
S80546872,36.99006165677006,-121.38254345604734,2021-02-06,14:14:00,obs424066,22.0
S80662170,37.560401756770055,-84.20434485604734,2021-02-08,15:04:00,obs2188875,15.0
S80251436,37.32162495677006,-89.52797475604734,2021-02-01,07:41:00,obs2156610,43.0
S80334380,37.363477356770055,-108.58888925604734,2021-02-02,15:51:00,obs825880,
S80438115,36.96140735677006,-121.99291765604734,2021-02-04,16:17:00,obs244751,15.0
S80488961,37.74623725677006,-122.48074225604735,2021-02-05,08:17:00,obs1267220,
S80552338,37.01125185677006,-107.40622815604735,2021-02-06,12:08:00,obs927919,41.0
S80602936,37.599148756770056,-122.11443245604734,2021-02-05,09:10:00,obs1313858,300.0
S80655229,37.42625475677006,-122.21023785604734,2021-02-07,14:30:00,obs2198176,60.0
S80661445,37.236728756770056,-76.75323385604734,2021-02-08,10:29:00,obs2133395,16.0
S80641567,36.99810575677006,-121.80770085604735,2021-02-08,06:46:00,obs198637,
S80728829,37.778503056770056,-100.02290475604734,2021-02-09,15:43:00,obs137966,118.0
S80672196,37.68946485677006,-121.88384825604734,2021-02-08,13:03:00,obs1400919,101.0
S80284235,37.778503056770056,-100.02290475604734,2021-02-01,15:43:00,obs137966,77.0
S80647181,37.56026875677006,-84.20390885604735,2021-02-08,11:14:00,obs2188875,8.0
S80526250,37.77320915677006,-121.41774475604734,2021-02-06,09:25:00,obs1141619,63.0
S84240585,36.98511675677006,-122.06150705604735,2021-02-03,10:25:00,obs1062535,90.0
S80473921,37.57353975677006,-89.46560585604735,2021-02-05,10:32:00,obs507922,31.0
S80523329,37.050621656770055,-88.40712925604734,2021-02-06,10:35:00,obs560752,65.0
S80676510,37.050621656770055,-88.40712925604734,2021-02-08,10:50:00,obs673237,45.0
S80382527,37.41520005677006,-121.99649755604734,2021-02-03,13:51:00,obs1217844,48.0
S80381763,37.778503056770056,-100.02290475604734,2021-02-03,15:48:00,obs137966,42.0
S82487994,37.32162495677006,-89.52797475604734,2021-02-01,08:26:00,obs2166947,35.0
S80285340,37.28201575677006,-119.82827885604735,2021-02-01,15:24:00,obs162897,2.0
S80707556,37.236029456770055,-121.76276795604734,2021-02-09,09:33:00,obs2190011,30.0
S80885610,37.659324756770054,-122.01642285604734,2021-02-09,17:10:00,obs1301583,
S80525660,37.53379675677006,-122.26042985604734,2021-02-06,10:01:00,obs2112512,21.0
S80359173,37.659411756770055,-77.77343885604735,2021-02-03,10:02:00,obs350072,38.0
S80330460,37.47574455677006,-108.50471075604734,2021-02-02,13:27:00,obs2178842,72.0
S80376234,36.92070605677006,-86.43979905604735,2021-02-03,14:31:00,obs1041679,18.0
S80435355,37.35786275677006,-122.00043385604734,2021-02-04,15:41:00,obs819064,4.0
S80650804,37.218002856770056,-80.61277735604735,2021-02-08,09:40:00,obs274633,5.0
S80460032,36.95728375677006,-122.06024785604734,2021-02-05,07:34:00,obs88430,46.0
S80462637,37.41520005677006,-121.99649755604734,2021-02-05,08:15:00,obs610122,59.0
S80467819,37.53153675677006,-88.53046975604734,2021-02-05,12:39:00,obs209823,85.0
S79973214,37.14080405677006,-76.56529195604735,2021-02-07,09:00:00,obs717080,30.0
S80511435,37.53656895677006,-94.63096275604734,2021-02-06,09:39:00,obs854736,
S80655647,37.54071345677006,-77.56109395604734,2021-02-08,12:27:00,obs235384,20.0
S80579099,37.223192856770055,-78.66084665604734,2021-02-07,09:42:00,obs377775,28.0
S80646373,37.21632685677006,-80.44303775604735,2021-02-08,10:17:00,obs1181057,50.0
S80728728,37.340284856770054,-79.89604385604734,2021-02-09,15:30:00,obs1439752,130.0
S80694012,37.21632685677006,-80.44303775604735,2021-02-09,08:00:00,obs133068,45.0
S80703644,37.21632685677006,-80.44303775604735,2021-02-09,10:37:00,obs1181057,68.0
S80706024,36.92070605677006,-86.43979905604735,2021-02-09,11:08:00,obs1041679,11.0
S80761325,37.26390635677006,-79.98096265604734,2021-02-09,12:00:00,obs2210474,45.0
S80839999,36.96739625677006,-88.28406735604734,2021-02-09,16:17:00,obs673237,
S80549739,36.96739625677006,-88.28406735604734,2021-02-06,13:48:00,obs307210,84.0
S80581174,37.708836756770054,-97.39560185604735,2021-02-07,09:31:00,obs750180,5.0
S80305825,37.15578205677006,-80.69385675604734,2021-02-02,09:46:00,obs424773,
S89115940,37.58440575677006,-122.04317885604735,2021-02-05,10:34:00,obs91063,
S80288205,37.07386905677006,-122.00073835604735,2021-02-01,15:29:00,obs1255983,65.0
S80714995,37.35786275677006,-122.00043385604734,2021-02-09,11:16:00,obs819064,22.0
S80584098,37.77552225677006,-111.58953375604735,2021-02-06,14:25:00,obs195212,10.0
S80583775,37.56022275677006,-84.20434785604735,2021-02-07,10:45:00,obs2188875,21.0
S80249751,37.73645375677006,-122.48633985604734,2021-02-01,06:36:00,obs651333,
S80713078,37.050621656770055,-88.40712925604734,2021-02-08,11:00:00,obs500603,60.0
S80675293,36.981640756770055,-121.96216585604735,2021-02-08,15:44:00,obs1120912,
S80467313,37.21632685677006,-80.44303775604735,2021-02-05,11:45:00,obs690725,84.0
S80249547,37.32162495677006,-89.52797475604734,2021-02-01,08:26:00,obs2110971,35.0
S80295829,37.32162495677006,-89.52797475604734,2021-02-01,07:41:00,obs2160192,43.0
S80254755,37.32162495677006,-89.52797475604734,2021-02-01,08:26:00,obs2155721,35.0
S80254757,37.32162495677006,-89.52797475604734,2021-02-01,07:41:00,obs2155721,43.0
S80296217,37.18001355677006,-120.62711535604734,2021-02-01,16:15:00,obs203282,120.0
S80427592,37.39850675677006,-122.06805085604735,2021-02-04,13:02:00,obs1121384,14.0
S80301272,37.128656756770056,-80.40698485604734,2021-02-02,07:18:00,obs977425,36.0
S80428931,36.97885325677006,-122.15261855604734,2021-02-04,09:31:00,obs211227,158.0
S80527539,37.77055775677006,-121.42359585604734,2021-02-06,10:36:00,obs1141619,8.0
S80258143,37.56311405677006,-122.29276715604735,2021-02-01,08:20:00,obs313645,60.0
S80319780,37.274524756770056,-100.56186385604734,2021-02-02,12:51:00,obs1343687,7.0
S80522375,37.717225756770056,-79.83055485604734,2021-02-06,11:28:00,obs479054,74.0
S80530676,37.717225756770056,-79.83055485604734,2021-02-06,11:28:00,obs962225,74.0
S80650994,37.28141075677006,-77.42562585604735,2021-02-01,07:29:00,obs588363,65.0
S80546743,37.56311405677006,-122.29276715604735,2021-02-06,13:30:00,obs819064,62.0
S80537075,37.58927175677006,-122.47630685604734,2021-02-06,11:24:00,obs494402,68.0
S80654473,37.56311405677006,-122.29276715604735,2021-02-08,07:00:00,obs2199710,
S80713503,37.295976956770055,-76.64573255604735,2021-02-09,08:20:00,obs268144,210.0
S80581605,37.448057156770055,-121.84777795604734,2021-02-06,09:53:00,obs1395970,57.0
S80620766,36.90958275677006,-116.76151185604735,2021-02-07,15:56:00,obs1603058,1.0
S80623159,37.24908575677006,-121.96485685604735,2021-02-07,16:43:00,obs2179494,
S80623959,37.346430756770054,-122.06499185604734,2021-02-07,16:10:00,obs1794678,20.0
S80671196,37.574295756770056,-77.58938385604735,2021-02-08,16:55:00,obs1904853,31.0
S80732116,37.29643565677006,-119.52757275604735,2021-02-09,16:54:00,obs162897,11.0
S80556370,37.646737456770055,-121.78269685604734,2021-02-06,15:39:00,obs1037059,75.0
S80295449,37.76996675677006,-97.26684985604734,2021-02-01,15:02:00,obs1139996,
S80265804,37.41225225677006,-78.42375565604735,2021-02-01,13:31:00,obs145326,
S80276925,37.56868275677006,-75.74500385604735,2021-02-01,15:34:00,obs305854,16.0
S80388216,36.98511675677006,-122.06150705604735,2021-02-03,16:28:00,obs345476,24.0
S80400722,37.26163565677006,-79.95021605604734,2021-02-03,08:00:00,obs23140,180.0
S80468095,37.126088356770055,-80.38833675604734,2021-02-05,13:46:00,obs895579,5.0
S81618460,37.18001355677006,-120.62711535604734,2021-02-09,16:00:00,obs680434,120.0
S80595980,37.61845985677006,-79.08038435604735,2021-02-07,07:30:00,obs384199,
S80471174,37.366811756770055,-108.53121685604734,2021-02-05,11:52:00,obs825880,8.0
S80546851,36.96958945677006,-122.00849265604734,2021-02-06,,obs189374,
S80557651,37.61392475677006,-120.54202285604734,2021-02-06,14:45:00,obs8938,23.0
S80561752,37.61392475677006,-120.54202285604734,2021-02-06,14:45:00,obs353091,23.0
S80606628,37.56022275677006,-84.20434785604735,2021-02-07,15:17:00,obs2188875,18.0
S80722662,36.98511675677006,-122.06150705604735,2021-02-09,12:00:00,obs292956,90.0
S80638791,37.11516565677006,-80.44811585604734,2021-02-06,08:15:00,obs736028,50.0
S81746544,37.295976956770055,-76.64573255604735,2021-02-09,08:20:00,obs1220513,210.0
S80673519,37.461321756770054,-122.10582585604735,2021-02-08,13:54:00,obs1816332,74.0
S80733707,37.61845985677006,-79.08038435604735,2021-02-08,07:15:00,obs384199,
S80700486,36.99995975677006,-121.88622985604734,2021-02-09,07:01:00,obs1315342,58.0
S80667587,37.334050256770055,-80.68335635604734,2021-02-08,16:25:00,obs895579,
S80316512,37.56686455677006,-101.33653405604734,2021-02-02,11:14:00,obs403533,50.0
S80389539,37.32162495677006,-89.52797475604734,2021-02-01,07:41:00,obs2162628,43.0
S84037257,37.448057156770055,-121.84777795604734,2021-02-06,01:12:00,obs882016,72.0
S80600125,37.13302025677006,-88.11226625604735,2021-02-07,12:54:00,obs560752,20.0
S80524977,37.050621656770055,-88.40712925604734,2021-02-06,10:35:00,obs398649,65.0
S80684083,37.46837475677006,-122.12325155604735,2021-02-08,09:18:00,obs641942,96.0
S80272176,37.773243056770056,-122.49534905604735,2021-02-01,11:33:00,obs169762,8.0
S80555938,37.40253855677006,-121.49341255604735,2021-02-06,11:34:00,obs61008,1.0
S80396734,37.72302475677006,-122.49372285604734,2021-02-03,07:15:00,obs237468,130.0
S80737220,37.18001355677006,-120.62711535604734,2021-02-09,13:20:00,obs109940,90.0
S80657734,37.18001355677006,-120.62711535604734,2021-02-08,07:41:00,obs109940,202.0
S80716953,37.74623725677006,-122.48074225604735,2021-02-09,12:15:00,obs1267220,
S80332773,36.981640756770055,-121.96216585604735,2021-02-02,14:20:00,obs1120912,2.0
S80438107,37.74623725677006,-122.48074225604735,2021-02-04,08:06:00,obs1267220,
S80405842,37.686940756770056,-97.45121185604734,2021-02-03,09:15:00,obs1489628,
S80543076,37.553393756770056,-85.72873185604735,2021-02-06,11:24:00,obs507311,
S80513579,37.361106656770055,-85.34259135604734,2021-02-06,10:46:00,obs1287773,17.0
S80602350,37.778503056770056,-100.02290475604734,2021-02-07,13:42:00,obs137966,
S80660793,37.335355756770056,-92.94307485604735,2021-02-08,13:42:00,obs177921,
S80735083,37.44069375677006,-78.35941685604735,2021-02-09,21:21:00,obs2207446,
S81179878,37.43466575677006,-122.09245975604735,2021-02-08,08:00:00,obs30575,100.0
S80512609,37.778503056770056,-100.02290475604734,2021-02-06,07:22:00,obs137966,149.0
S101345943,37.09001755677006,-79.61605155604734,2021-02-04,,obs428312,
S83597206,37.49378455677006,-99.88728815604735,2021-02-07,13:43:00,obs627212,
S80487050,37.392076456770056,-121.84764385604734,2021-02-05,12:29:00,obs94599,47.0
S80658051,37.43754675677006,-122.10024685604735,2021-02-08,09:00:00,obs1468190,110.0
S80438176,37.37494635677006,-122.04708835604734,2021-02-02,14:23:00,obs61008,
S80641406,37.08466775677006,-88.69252085604734,2021-02-08,08:18:00,obs1742820,26.0
S80340584,37.448057156770055,-121.84777795604734,2021-02-02,14:59:00,obs556524,85.0
S80613340,37.56100175677006,-122.28949885604735,2021-02-07,13:27:00,obs264770,34.0
S80474808,37.448057156770055,-121.84777795604734,2021-02-05,09:51:00,obs819064,99.0
S80477160,37.43035055677006,-121.97647035604734,2021-02-05,13:09:00,obs819064,14.0
S80308756,37.244387356770055,-78.31965895604735,2021-02-02,09:54:00,obs217236,12.0
S80610188,37.52050115677006,-77.52842605604734,2021-02-07,15:49:00,obs846662,29.0
S80284450,37.21632685677006,-80.44303775604735,2021-02-01,14:20:00,obs4016,30.0
S80411955,37.03505825677006,-121.60919185604735,2021-02-03,08:00:00,obs234470,240.0
S80459759,37.03505825677006,-121.60919185604735,2021-02-04,08:00:00,obs234470,240.0
S80483325,37.778503056770056,-100.02290475604734,2021-02-05,15:23:00,obs137966,103.0
S80523331,37.050621656770055,-88.40712925604734,2021-02-06,10:35:00,obs456189,65.0
S80431597,37.21632685677006,-80.44303775604735,2021-02-04,15:54:00,obs690725,62.0
S80674839,37.44555285677006,-77.67561495604734,2021-02-08,18:30:00,obs733073,50.0
S80739564,37.36478385677006,-118.36857665604734,2021-02-09,10:54:00,obs398812,
S80340337,37.56311405677006,-122.29276715604735,2021-02-02,16:42:00,obs1127163,37.0
S80630269,37.77303525677006,-122.48243685604734,2021-02-07,11:45:00,obs300261,30.0
S80556371,37.646737456770055,-121.78269685604734,2021-02-06,15:39:00,obs1817352,75.0
S80674646,37.778503056770056,-100.02290475604734,2021-02-08,15:35:00,obs137966,115.0
S80306795,36.93501545677006,-76.20007545604734,2021-02-02,09:50:00,obs412839,16.0
S80613426,37.00750275677006,-121.81722385604735,2021-02-07,14:01:00,obs924549,
S80611456,37.43704075677006,-79.21570255604735,2021-02-07,15:39:00,obs758509,54.0
S80522715,37.69347975677006,-97.35047485604734,2021-02-06,10:34:00,obs627212,43.0
S80307753,37.469175756770056,-77.78636885604735,2021-02-02,09:18:00,obs447462,66.0
S80319737,37.675703756770055,-77.92872185604735,2021-02-02,11:46:00,obs350072,132.0
S80375719,37.47574455677006,-108.50471075604734,2021-02-03,12:37:00,obs2178842,63.0
S80475587,37.74623725677006,-122.48074225604735,2021-02-05,11:55:00,obs551001,20.0
S82488006,37.32162495677006,-89.52797475604734,2021-02-01,07:41:00,obs2166947,43.0
S80476845,37.448057156770055,-121.84777795604734,2021-02-05,10:52:00,obs168076,43.0
S80549230,37.39488395677006,-81.04261935604734,2021-02-06,16:30:00,obs2194496,40.0
S80285723,37.61845985677006,-79.08038435604735,2021-02-01,07:25:00,obs384199,
S80529696,37.54071345677006,-77.56109395604734,2021-02-06,07:59:00,obs235384,24.0
S80661944,37.18001355677006,-120.62711535604734,2021-02-08,07:30:00,obs834276,285.0
S82879997,37.62344075677006,-99.00464485604735,2021-02-06,15:54:00,obs2326022,23.0
S80671758,37.23945255677006,-76.50743515604735,2021-02-08,17:28:00,obs513013,7.0
S80489868,37.61845985677006,-79.08038435604735,2021-02-05,07:00:00,obs384199,
S80380723,37.54071345677006,-77.56109395604734,2021-02-03,13:15:00,obs235384,10.0
S80422808,37.21632685677006,-80.44303775604735,2021-02-04,14:32:00,obs558932,20.0
S80424732,37.193689756770056,-93.36140925604734,2021-02-04,09:45:00,obs264188,55.0
S80274334,37.54071345677006,-77.56109395604734,2021-02-01,10:37:00,obs235384,20.0
S80421777,37.21632685677006,-80.44303775604735,2021-02-04,12:15:00,obs903859,
S80357286,37.659324756770054,-122.01642285604734,2021-02-02,09:10:00,obs1301583,5.0
S80328442,37.43035055677006,-121.97647035604734,2021-02-02,12:59:00,obs610122,23.0
S80381726,37.54643875677006,-122.01215585604734,2021-02-03,14:20:00,obs795513,5.0
S80532240,37.21632685677006,-80.44303775604735,2021-02-06,13:47:00,obs733438,56.0
S80456555,37.48341525677006,-77.20136285604734,2021-02-05,10:00:00,obs374659,30.0
S80519657,36.94996605677006,-76.24047015604734,2021-02-06,11:29:00,obs620833,43.0
S80515032,37.659324756770054,-122.01642285604734,2021-02-05,17:00:00,obs1301583,5.0
S80515118,37.659324756770054,-122.01642285604734,2021-02-05,18:25:00,obs1301583,
S80722121,37.21632685677006,-80.44303775604735,2021-02-09,14:06:00,obs1306591,73.0
S80693915,37.22551275677006,-80.44331785604734,2021-02-09,08:35:00,obs447758,29.0
S80720438,37.46230875677006,-122.10673485604734,2021-02-09,10:26:00,obs516556,104.0
S80647740,36.96739625677006,-88.28406735604734,2021-02-08,10:21:00,obs951411,15.0
S80676638,36.96739625677006,-88.28406735604734,2021-02-08,12:16:00,obs673237,
S80583029,36.96739625677006,-88.28406735604734,2021-02-07,09:46:00,obs398649,12.0
S80552627,36.96739625677006,-88.28406735604734,2021-02-06,14:00:00,obs756964,90.0
S80271995,37.32162495677006,-89.52797475604734,2021-02-01,07:41:00,obs2160549,43.0
S80555982,37.21843725677006,-119.98608885604735,2021-02-06,15:38:00,obs483459,81.0
S80672961,37.18001355677006,-120.62711535604734,2021-02-08,09:45:00,obs276807,120.0
S80351493,37.469175756770056,-77.78636885604735,2021-02-02,15:10:00,obs447462,15.0
S80523884,37.23945255677006,-76.50743515604735,2021-02-06,12:50:00,obs656371,10.0
S80249545,37.32162495677006,-89.52797475604734,2021-02-01,08:26:00,obs515389,35.0
S80253281,37.32162495677006,-89.52797475604734,2021-02-01,08:26:00,obs2155174,35.0
S80279143,37.42252975677006,-122.10948185604734,2021-02-01,12:43:00,obs2176459,46.0
S80319609,37.73824675677006,-89.35953885604734,2021-02-02,12:57:00,obs535937,2.0
S80336231,37.23945255677006,-76.50743515604735,2021-02-02,13:05:00,obs312088,80.0
S80389541,37.32162495677006,-89.52797475604734,2021-02-01,08:26:00,obs2162628,35.0
S80488324,37.35167425677006,-121.94083985604735,2021-02-05,16:36:00,obs1538239,40.0
S80469367,37.21928415677006,-80.44023755604735,2021-02-05,14:10:00,obs733438,
S80538134,37.01119775677006,-88.66316885604735,2021-02-06,14:29:00,obs1012023,16.0
S80719305,37.773813256770055,-122.29810775604734,2021-02-09,08:12:00,obs487553,282.0
S80548854,37.77303525677006,-122.48243685604734,2021-02-06,15:04:00,obs1799037,
S80570596,37.511708756770055,-93.96838485604734,2021-02-05,13:57:00,obs24860,19.0
S80570560,37.44910555677006,-93.97460515604735,2021-02-05,12:07:00,obs24860,15.0
S80555029,37.72759875677006,-79.36649085604735,2021-02-06,08:25:00,obs142046,224.0
S80626590,37.69472475677006,-97.46646215604734,2021-02-07,14:17:00,obs205547,
S80646459,37.74418275677006,-122.50821485604735,2021-02-08,07:43:00,obs1927108,26.0
S80727215,37.244387356770055,-78.31965895604735,2021-02-09,09:31:00,obs217236,13.0
S81509710,37.32162495677006,-89.52797475604734,2021-02-01,08:26:00,obs2163379,35.0
S81509705,37.32162495677006,-89.52797475604734,2021-02-01,07:41:00,obs2163379,43.0
S80421026,36.967130956770056,-122.00762155604734,2021-02-04,09:11:00,obs189374,5.0
